CLIENTNUM,Attrition_Flag,Churn_Probability,Customer_Value,Total_Trans_Amt,Total_Trans_Ct,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Months_Inactive_12_mon,Recommended_Action,Optimal_Action,Expected_Incremental_Profit,Intervention_Cost,Expected_ROI,Churn_Risk,Customer_Value_Tier
799239033,Attrited Customer,0.997,0.0591,2279,46,0,1714.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
710733183,Existing Customer,0.0006,0.2385,3631,67,845,1438.3,0.587,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718489608,Existing Customer,0.0009,0.4484,4668,69,1948,2433.0,0.801,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
758824608,Existing Customer,0.0008,0.3729,3370,69,1746,21148.0,0.083,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
780984408,Existing Customer,0.004,0.4292,4070,63,1953,7487.0,0.261,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
814483608,Attrited Customer,0.9917,0.4451,1860,43,2517,5798.0,0.434,3,ENGAGE,RETENTION,32.417157,100,0.324172,High,Medium
708848208,Existing Customer,0.0003,0.4032,4223,81,1757,34516.0,0.051,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
719713683,Existing Customer,0.0059,0.5244,4921,81,2373,7608.0,0.312,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
715514133,Attrited Customer,0.9062,0.0488,1973,42,0,2184.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715955208,Existing Customer,0.0008,0.4255,4530,72,1833,2189.0,0.837,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
794707083,Attrited Customer,0.9372,0.0541,2131,41,0,3495.0,0.0,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
805313808,Attrited Customer,0.9975,0.0847,2409,38,134,8018.0,0.017,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
772922883,Attrited Customer,0.7444,0.0455,1874,42,0,20543.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715716333,Existing Customer,0.0014,0.1256,4273,87,0,18819.0,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
714502458,Existing Customer,0.0008,0.2103,3748,79,643,17811.0,0.036,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
712444533,Existing Customer,0.0031,0.1125,3880,68,0,14418.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
797748708,Existing Customer,0.0167,0.4716,5001,66,2024,3936.0,0.514,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
780203883,Existing Customer,0.0012,0.129,4375,73,0,5738.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
720616908,Existing Customer,0.0018,0.1138,3918,67,0,34516.0,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
817038333,Existing Customer,0.0008,0.2331,4042,72,725,1513.0,0.479,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
713333433,Attrited Customer,0.5972,0.0323,1477,30,0,18075.0,0.0,4,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
710820783,Existing Customer,0.0003,0.1247,4246,78,0,5989.0,0.0,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
720338658,Existing Customer,0.0145,0.341,2998,60,1623,2490.0,0.652,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
803938908,Existing Customer,0.0026,0.1347,4546,81,0,2659.0,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
787921383,Attrited Customer,0.7605,0.3968,1461,43,2297,34516.0,0.067,4,ENGAGE,DO NOTHING,0.0,0,0.0,High,Medium
787849833,Existing Customer,0.0005,0.3891,4205,75,1672,13490.0,0.124,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
721143258,Existing Customer,0.0044,0.2702,4804,66,798,1664.0,0.48,4,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
709335558,Existing Customer,0.0018,0.3565,3367,65,1643,7753.0,0.212,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
806619333,Existing Customer,0.0019,0.4864,5154,80,2085,2909.0,0.717,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
719378658,Existing Customer,0.0063,0.3613,4745,69,1384,34516.0,0.04,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
720670458,Existing Customer,0.0047,0.3476,3496,58,1560,3476.0,0.449,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
716955783,Existing Customer,0.0223,0.3148,4418,59,1160,16026.0,0.072,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
817970208,Existing Customer,0.0022,0.3452,4501,67,1334,2705.0,0.493,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708506508,Existing Customer,0.0006,0.3279,4887,90,1144,2884.0,0.397,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
750147483,Existing Customer,0.1965,0.5606,5320,62,2517,24299.0,0.104,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
715540233,Existing Customer,0.0003,0.4987,4615,79,2276,20755.0,0.11,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
807584958,Attrited Customer,0.9784,0.0458,1882,39,0,21096.0,0.0,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
720686583,Existing Customer,0.009,0.1328,4487,73,0,6457.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
820637433,Existing Customer,0.0044,0.1179,4041,66,0,1603.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
716346183,Existing Customer,0.0009,0.3696,4169,72,1557,9051.0,0.172,6,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
715405758,Attrited Customer,0.9471,0.0625,2383,42,0,10057.0,0.0,0,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
710094108,Existing Customer,0.001,0.4311,5212,79,1725,2043.0,0.844,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
713168733,Existing Customer,0.0279,0.4946,3887,61,2403,2802.0,0.858,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708614058,Existing Customer,0.0022,0.3807,3870,67,1690,1960.0,0.862,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718088133,Existing Customer,0.0014,0.215,1901,27,1061,2348.0,0.452,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
720614658,Existing Customer,0.0004,0.1125,3879,95,0,2978.0,0.0,4,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
716695533,Existing Customer,0.0005,0.3598,3875,75,1557,2017.0,0.772,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
717091533,Existing Customer,0.0004,0.3112,4253,84,1172,13613.0,0.086,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
713231658,Existing Customer,0.0323,0.2855,3744,52,1117,5553.0,0.201,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715675458,Existing Customer,0.0003,0.2029,3837,85,578,6346.0,0.091,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
712463883,Existing Customer,0.0007,0.318,3342,63,1406,34516.0,0.041,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708489258,Existing Customer,0.0014,0.2589,3561,72,988,1438.3,0.687,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
708403308,Existing Customer,0.0007,0.3939,4392,68,1663,15133.0,0.11,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
769684158,Existing Customer,0.0003,0.3451,3763,75,1488,2502.0,0.595,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
710349258,Existing Customer,0.0007,0.447,4133,68,2052,2589.0,0.793,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713940033,Existing Customer,0.0002,0.3323,3514,79,1460,2049.0,0.713,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
713482608,Existing Customer,0.0003,0.2379,4060,79,751,3560.0,0.211,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
714571008,Existing Customer,0.0047,0.135,4553,78,0,1438.3,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
715354008,Existing Customer,0.001,0.1093,3785,68,0,25937.0,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
819363708,Existing Customer,0.0011,0.349,3909,67,1482,2387.0,0.621,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
712014708,Existing Customer,0.0002,0.3723,4518,90,1501,2912.0,0.515,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
788717358,Existing Customer,0.0008,0.297,3432,68,1255,7062.0,0.178,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
710413533,Existing Customer,0.0096,0.3143,4785,66,1080,12186.0,0.089,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718515483,Attrited Customer,0.7666,0.4928,3289,47,2517,3570.0,0.705,3,ENGAGE,RETENTION,13.329743,100,0.133297,High,Medium
715059258,Existing Customer,0.0002,0.4378,4245,82,1970,3072.0,0.641,4,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
713852958,Existing Customer,0.0007,0.4006,3893,81,1810,31501.0,0.057,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
767835558,Existing Customer,0.0011,0.501,3536,69,2517,5928.0,0.425,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
721531683,Existing Customer,0.0005,0.119,4076,81,0,8482.0,0.0,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
720660558,Existing Customer,0.0065,0.4759,4770,89,2100,23911.0,0.088,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
814845933,Existing Customer,0.0021,0.1041,3628,74,0,1438.3,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
773155533,Existing Customer,0.0021,0.2705,4739,89,814,3261.0,0.25,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
711199908,Existing Customer,0.0009,0.2808,3057,71,1232,2317.0,0.532,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
721398858,Existing Customer,0.0039,0.1218,4160,76,0,33913.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
715664808,Attrited Customer,0.8927,0.064,2427,51,0,34516.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715500558,Existing Customer,0.0002,0.2435,4120,78,774,1637.0,0.473,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
719239158,Existing Customer,0.002,0.1136,3912,72,0,5448.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
820633833,Existing Customer,0.0011,0.2696,4074,72,948,5152.0,0.184,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
720551733,Attrited Customer,0.996,0.0708,2631,41,0,15195.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
718487958,Existing Customer,0.0002,0.3226,3971,76,1303,2799.0,0.466,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
710533233,Attrited Customer,0.9723,0.0544,2139,47,0,1438.3,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
778878633,Existing Customer,0.0009,0.2371,3400,67,885,1817.0,0.487,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
720197058,Attrited Customer,0.9969,0.0666,2505,45,0,3443.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
716317458,Attrited Customer,0.9443,0.0405,1723,44,0,4281.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
718569258,Existing Customer,0.0009,0.277,4170,73,974,2029.0,0.48,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
711649908,Existing Customer,0.0016,0.2911,4208,67,1055,1438.3,0.734,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
720879708,Existing Customer,0.0106,0.2861,2853,64,1308,28186.0,0.046,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
815761908,Existing Customer,0.0043,0.1072,3722,72,0,34516.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
711850533,Existing Customer,0.0021,0.1256,4272,71,0,3818.0,0.0,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
721028283,Existing Customer,0.0004,0.2793,3353,86,1160,11494.0,0.101,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
710763783,Existing Customer,0.0089,0.2268,3676,47,762,28142.0,0.027,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
720432858,Existing Customer,0.0017,0.3388,3471,63,1510,2316.0,0.652,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
772525308,Existing Customer,0.005,0.3733,3651,69,1689,10533.0,0.16,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
767354208,Existing Customer,0.0012,0.1163,3993,75,0,14322.0,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
715670058,Existing Customer,0.0005,0.3741,3806,76,1662,34516.0,0.048,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
713856708,Existing Customer,0.0008,0.5274,4327,79,2517,6798.0,0.37,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
758086458,Existing Customer,0.0261,0.1202,4111,62,0,1438.3,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
717035283,Attrited Customer,0.9875,0.1917,2216,39,848,2445.0,0.347,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
709604958,Existing Customer,0.0018,0.3927,3480,64,1847,2585.0,0.715,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
714931458,Existing Customer,0.0012,0.1199,4102,78,0,1438.3,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
711047658,Existing Customer,0.0003,0.3514,4775,83,1315,1781.0,0.738,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
718110858,Attrited Customer,0.9989,0.0707,2628,41,0,1606.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
716385858,Existing Customer,0.0008,0.3451,4921,90,1245,2205.0,0.565,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
708812133,Existing Customer,0.0002,0.3819,4110,75,1647,2270.0,0.726,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
787655058,Existing Customer,0.0003,0.423,4254,85,1875,2568.0,0.73,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
803113383,Attrited Customer,0.9706,0.0571,2222,54,0,3292.0,0.0,4,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
721273008,Attrited Customer,0.2244,0.24,1739,38,1252,10797.0,0.116,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715762083,Existing Customer,0.6546,0.3899,2525,45,2030,30501.0,0.067,3,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Medium
711629733,Existing Customer,0.0014,0.3308,3282,66,1499,5371.0,0.279,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718410258,Existing Customer,0.0011,0.1234,4207,80,0,13441.0,0.0,4,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
719745558,Existing Customer,0.0024,0.4122,4626,77,1729,9137.0,0.189,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
820282383,Attrited Customer,0.7924,0.4497,2000,32,2517,5848.0,0.43,3,ENGAGE,RETENTION,6.917412,100,0.069174,High,Medium
793543758,Existing Customer,0.0012,0.2612,4601,77,784,10614.0,0.074,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
778224858,Existing Customer,0.0009,0.2956,4589,89,1003,4035.0,0.249,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
712555233,Existing Customer,0.266,0.1633,2023,38,710,4205.0,0.169,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718516533,Existing Customer,0.0007,0.4636,3944,78,2196,2586.0,0.849,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
708923658,Existing Customer,0.0002,0.3577,4466,92,1420,7234.0,0.196,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
717708783,Existing Customer,0.0018,0.3518,4303,77,1417,34516.0,0.041,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
780688383,Existing Customer,0.0141,0.1009,3534,56,0,21114.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718821783,Existing Customer,0.0011,0.4106,4697,73,1704,2522.0,0.676,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
718163808,Existing Customer,0.0239,0.1435,4809,71,0,11309.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
712693908,Attrited Customer,0.497,0.1699,1871,32,783,13883.0,0.056,4,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
711286533,Existing Customer,0.0126,0.1521,5067,62,0,13448.0,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
711655683,Existing Customer,0.0274,0.083,2996,62,0,25991.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718188858,Existing Customer,0.0006,0.323,4964,84,1097,2537.0,0.432,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
718514283,Existing Customer,0.0012,0.2392,3895,67,794,1438.3,0.552,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
708642708,Attrited Customer,0.6331,0.0325,1484,33,0,13019.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
811475733,Attrited Customer,0.9895,0.0642,2432,48,0,3339.0,0.0,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
712089108,Existing Customer,0.0094,0.3189,4631,76,1141,28390.0,0.04,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
710761533,Existing Customer,0.0003,0.3809,4190,87,1624,23665.0,0.069,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
714963558,Existing Customer,0.002,0.129,4374,71,0,1438.3,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
714834258,Existing Customer,0.0006,0.3071,4343,83,1127,2459.0,0.458,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
713788083,Attrited Customer,0.9803,0.0463,1897,35,0,1624.0,0.0,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
719583558,Existing Customer,0.0078,0.4104,4710,70,1700,8900.0,0.191,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
744705408,Existing Customer,0.0032,0.3108,4241,61,1172,5239.0,0.224,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713240133,Existing Customer,0.0333,0.3887,5099,60,1482,9351.0,0.158,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
815015283,Existing Customer,0.0021,0.3796,4025,62,1650,2655.0,0.621,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718072758,Existing Customer,0.0014,0.5175,4030,73,2517,3173.0,0.793,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
709127808,Existing Customer,0.004,0.3114,3502,57,1331,6243.0,0.213,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
715080258,Existing Customer,0.0055,0.3174,4814,89,1093,6730.0,0.162,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
709567758,Existing Customer,0.0005,0.448,3339,71,2225,2490.0,0.894,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
780067158,Attrited Customer,0.9037,0.2226,1907,47,1107,1746.0,0.634,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715357308,Existing Customer,0.0009,0.3265,3512,65,1424,4141.0,0.344,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
720559908,Existing Customer,0.0137,0.2503,4900,61,653,11684.0,0.056,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
720339558,Existing Customer,0.0007,0.1912,3887,71,494,2363.0,0.209,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
809599158,Attrited Customer,0.8211,0.0373,1626,28,0,34516.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
793269933,Existing Customer,0.0051,0.1345,4540,78,0,28829.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
809978733,Existing Customer,0.0005,0.2489,4415,77,746,1438.3,0.519,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
788996058,Existing Customer,0.0006,0.4243,3841,69,1970,2730.0,0.722,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
712575708,Existing Customer,0.0002,0.3184,4455,82,1175,1994.0,0.589,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
789625383,Existing Customer,0.0093,0.3596,3543,62,1626,9727.0,0.167,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719730258,Existing Customer,0.002,0.1105,3819,75,0,33771.0,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
793717608,Existing Customer,0.0002,0.2809,3592,79,1120,10452.0,0.107,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
709798908,Attrited Customer,0.9953,0.0701,2611,43,0,2858.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
716077458,Existing Customer,0.0012,0.2675,3188,71,1121,4707.0,0.238,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
813435108,Existing Customer,0.0027,0.1407,4726,78,0,3537.0,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
708084558,Attrited Customer,0.1637,0.3127,1447,23,1771,8258.0,0.214,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719880408,Existing Customer,0.0091,0.3723,3992,57,1611,3072.0,0.524,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719343633,Existing Customer,0.0013,0.2878,4900,89,889,8892.0,0.1,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
718711158,Attrited Customer,0.9809,0.4724,2680,51,2517,3841.0,0.655,2,ENGAGE,RETENTION,39.027377,100,0.390274,High,Medium
717443658,Existing Customer,0.0013,0.1404,4715,81,0,1920.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
715976433,Existing Customer,0.0004,0.4231,4212,75,1885,7802.0,0.242,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
719038008,Existing Customer,0.8301,0.3347,4862,41,1192,1705.0,0.699,2,ENGAGE,DO NOTHING,0.0,0,0.0,High,Medium
709143183,Attrited Customer,0.9284,0.3228,2538,39,1605,1822.0,0.881,2,ENGAGE,DO NOTHING,0.0,0,0.0,High,Medium
710186958,Existing Customer,0.0005,0.4487,4431,82,2000,9294.0,0.215,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
709274583,Existing Customer,0.0009,0.3537,4806,91,1323,12248.0,0.108,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
816864483,Existing Customer,0.001,0.2442,4003,74,803,10264.0,0.078,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
708271833,Existing Customer,0.0009,0.3915,3464,67,1843,15069.0,0.122,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
821759658,Attrited Customer,0.4746,0.0826,2014,54,204,4650.0,0.044,2,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
820920408,Existing Customer,0.0423,0.1169,4012,59,0,3685.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718403358,Existing Customer,0.0059,0.5136,3912,67,2517,7231.0,0.348,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713476758,Existing Customer,0.0004,0.3789,4309,77,1586,10007.0,0.158,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
720690933,Existing Customer,0.0004,0.3775,4279,67,1584,2641.0,0.6,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719252583,Existing Customer,0.0004,0.3744,4642,92,1488,3095.0,0.481,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
712783083,Attrited Customer,0.9929,0.0502,2013,35,0,3607.0,0.0,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
771204108,Existing Customer,0.0002,0.3004,3896,67,1179,1954.0,0.603,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
817247658,Existing Customer,0.0015,0.1103,3814,67,0,21317.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
821749608,Attrited Customer,0.741,0.0476,1937,51,0,19402.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
714389883,Existing Customer,0.0008,0.3617,4275,77,1485,8063.0,0.184,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
713648208,Existing Customer,0.0015,0.5202,4624,86,2409,3097.0,0.778,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
826261008,Attrited Customer,0.9092,0.0515,2054,46,0,1438.3,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
824163333,Existing Customer,0.0037,0.512,4307,66,2424,3161.0,0.767,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
709444983,Attrited Customer,0.8416,0.4182,1460,32,2432,2435.0,0.999,2,ENGAGE,RETENTION,5.589269,100,0.055893,High,Medium
711154908,Existing Customer,0.001,0.2981,4319,76,1076,1845.0,0.583,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
769575783,Attrited Customer,0.9805,0.1903,2644,43,749,1603.0,0.467,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
720334833,Existing Customer,0.0003,0.4375,4719,91,1869,4710.0,0.397,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
709563258,Attrited Customer,0.9935,0.4114,2108,40,2253,2751.0,0.819,3,ENGAGE,RETENTION,22.615097,100,0.226151,High,Medium
708205083,Existing Customer,0.0012,0.1437,4815,81,0,1438.3,0.0,4,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
715276683,Existing Customer,0.0589,0.4328,5495,69,1676,24287.0,0.069,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
721254858,Existing Customer,0.0011,0.2824,3857,70,1074,1694.0,0.634,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
712257258,Attrited Customer,0.4862,0.0311,1441,39,0,1457.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
789616158,Existing Customer,0.0203,0.0979,3444,52,0,25045.0,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
708773583,Existing Customer,0.0017,0.3878,3987,64,1710,10859.0,0.157,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
